CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
737,0,43,1,125537.38,1,1,0,138510.01
599,1,39,2,188976.89,2,0,1,176142.09
523,1,22,8,123374.46,1,1,1,124906.59
781,1,35,4,80790.74,1,1,0,116429.51
544,0,33,6,0.0,2,1,1,124113.04
639,0,27,8,133806.54,2,1,0,6251.3
602,0,33,8,0.0,2,1,1,112928.74
617,1,41,7,0.0,2,0,1,14496.67
667,1,71,4,137260.78,1,0,1,94433.08
656,1,33,7,138705.02,2,1,0,37136.15
850,1,42,0,0.0,2,1,0,44165.84
800,1,38,1,0.0,2,1,0,51553.43
468,0,42,5,0.0,2,1,0,125305.34
565,1,33,8,130368.31,2,1,0,105642.43
577,0,37,4,0.0,1,1,1,79881.39
622,1,31,5,106260.67,1,1,1,2578.43
617,0,51,10,167273.71,1,0,0,93439.75
687,1,38,8,69434.4,2,1,1,66580.13
730,1,23,8,0.0,2,1,0,183284.53
789,1,31,4,175477.15,1,1,1,172832.9
724,0,34,2,0.0,2,1,1,118863.38
526,1,32,7,125540.05,1,0,0,86786.41
664,0,36,2,127160.78,2,1,0,78140.75
850,0,35,5,0.0,1,1,1,80992.8
736,1,27,5,51522.75,1,0,1,192131.77
652,0,74,5,0.0,2,1,1,937.15
809,0,48,2,0.0,1,1,0,160976.85
651,0,39,6,0.0,1,1,0,24176.44
669,1,50,9,201009.64,1,1,0,158032.5
630,0,25,7,79656.81,1,1,0,93524.22
530,1,37,4,0.0,2,1,1,164844.37
750,0,39,6,0.0,2,0,0,19264.33
671,0,31,4,0.0,2,0,1,79270.02
792,0,42,2,0.0,2,1,0,92664.09
690,0,36,10,91760.11,1,1,1,135784.94
445,0,38,6,119413.62,2,1,0,175756.36
749,1,24,1,0.0,3,1,1,47911.03
809,1,33,8,148055.74,1,0,0,199203.21
597,1,28,2,0.0,3,1,1,78707.97
603,1,24,1,165149.13,2,1,0,21858.28
573,1,28,8,0.0,2,0,0,77660.03
645,0,36,8,0.0,2,1,1,12096.61
576,1,52,2,100549.43,2,1,1,16644.16
677,1,40,5,0.0,2,1,0,88947.56
769,1,38,6,0.0,2,0,0,104393.78
741,0,42,9,121056.63,2,1,0,39122.58
631,1,35,8,129205.49,1,1,1,79146.36
559,0,36,1,104356.94,2,0,1,54184.06
469,1,35,5,0.0,2,1,0,186490.37
497,1,35,7,110053.62,2,1,1,92887.06
679,1,39,6,0.0,2,1,0,12266.06
718,0,25,4,108691.95,1,1,0,63030.97
782,1,36,1,148795.17,2,1,1,195681.43
490,0,35,7,107749.03,1,1,1,3937.37
649,1,20,5,0.0,2,1,1,58309.54
645,1,30,1,125739.26,1,1,1,193441.23
795,0,33,9,104552.72,1,1,1,120853.83
604,1,53,8,144453.75,1,1,0,190998.96
844,0,41,10,76319.64,1,1,1,141175.18
762,1,39,2,81273.13,1,1,1,18719.67
575,0,37,0,0.0,2,0,0,30114.32
687,1,34,5,128270.56,1,1,0,191092.62
683,1,35,9,61172.04,1,0,0,82951.12
688,1,35,5,111578.18,1,0,0,166165.93
625,0,45,3,0.0,1,1,1,184474.15
669,1,30,7,95128.86,1,0,0,19799.26
742,0,60,4,0.0,1,1,1,13161.66
730,1,34,1,0.0,2,1,1,126592.01
484,0,55,8,149349.58,3,0,0,137519.92
650,1,61,1,152968.73,1,0,1,82970.69
672,1,33,2,0.0,2,1,1,182738.0
539,0,24,3,0.0,2,1,1,198161.07
556,0,40,9,129860.37,1,0,0,17992.94
573,0,35,9,206868.78,2,0,1,102986.15
518,0,27,1,133801.49,1,1,1,143315.57
615,1,30,8,0.0,2,0,0,3183.15
526,1,42,1,0.0,1,0,1,168486.02
718,0,35,2,167924.95,1,1,0,43024.64
809,1,80,8,0.0,2,0,1,34164.05
597,1,67,2,0.0,2,0,1,108645.85
657,1,75,7,126273.95,1,0,1,91673.6
726,0,48,4,0.0,1,1,0,114020.06
533,0,39,2,0.0,1,0,1,73669.94
739,1,41,5,0.0,2,0,0,143882.25
555,1,62,4,119817.33,1,0,1,43507.1
795,1,35,8,0.0,2,1,0,167155.36
727,1,43,2,97403.18,1,1,1,107415.02
641,1,31,9,112494.99,1,1,1,32231.6
665,0,51,8,0.0,1,1,1,38928.48
577,0,35,4,108155.49,1,1,0,105407.79
477,1,48,8,129250.0,2,1,1,157937.35
581,1,34,1,0.0,2,0,1,81175.25
598,0,35,8,0.0,3,0,1,88658.73
819,0,49,1,120656.86,4,0,0,166164.3
828,1,28,8,134766.85,1,1,0,79355.87
696,1,24,9,0.0,1,0,0,10883.52
724,0,29,6,0.0,2,0,1,64729.51
665,1,25,5,153611.83,2,1,0,35321.65
709,0,43,8,0.0,2,0,0,168035.62
673,0,29,4,99097.36,1,1,1,9796.69
691,1,40,1,0.0,2,1,1,145613.17
704,1,24,2,148197.15,2,1,0,182775.08
637,1,27,9,128940.24,1,1,0,46786.92
595,0,30,5,100683.54,1,1,1,178361.04
545,0,39,6,0.0,1,0,0,38410.74
741,0,37,8,170840.08,2,0,0,109843.16
549,0,43,3,134985.66,1,1,0,6101.41
627,1,27,0,185267.45,2,1,1,77027.34
795,0,56,9,94348.94,1,1,0,29239.29
693,0,43,1,121927.92,1,1,0,87994.95
724,1,40,6,0.0,2,0,0,106149.48
660,1,35,8,58641.43,1,0,1,198674.08
614,0,30,3,131344.52,2,1,0,54776.64
640,0,33,1,167298.42,1,0,1,145381.65
766,0,62,7,142724.48,1,0,1,5893.23
645,0,59,8,121669.93,2,0,0,91.75
760,1,43,6,175735.5,1,1,1,157337.29
708,0,44,2,161887.81,2,1,0,84870.23
662,0,32,4,133950.37,1,1,1,48725.68
724,1,33,5,103564.83,2,1,0,121085.72
707,0,32,4,132835.56,1,0,0,136877.24
782,0,70,7,97072.42,1,0,1,131177.22
744,1,35,7,0.0,2,1,1,43036.6
845,0,38,2,112803.92,1,1,0,179631.85
838,1,35,0,0.0,2,0,1,197305.91
547,0,42,1,142703.4,1,1,0,86207.49
629,0,30,2,34013.63,1,1,0,19570.63
554,0,45,6,0.0,2,1,1,181204.5
687,0,61,7,80538.56,1,1,0,131305.37
568,0,43,9,0.0,1,1,0,125870.79
699,1,47,1,0.0,2,0,1,30117.44
560,1,41,4,152532.3,1,0,0,10779.69
695,1,45,3,0.0,2,1,1,30793.61
664,1,40,9,0.0,2,1,0,194767.3
733,1,51,10,141556.96,1,1,0,130189.53
717,0,41,3,135756.96,1,1,1,103706.41
688,1,36,0,89772.3,1,1,0,177383.68
566,0,44,5,141428.99,2,0,0,68408.74
779,0,26,0,0.0,2,0,1,111906.0
628,1,42,7,0.0,2,0,1,172967.87
648,0,54,9,120633.42,1,0,0,5924.38
677,1,58,9,0.0,1,0,1,168650.4
720,1,33,2,0.0,2,0,1,141031.08
535,0,49,7,115309.75,1,1,0,111421.77
588,1,41,6,106116.56,2,1,0,198766.61
543,1,36,4,0.0,2,1,1,141210.5
643,0,45,9,150840.03,2,1,0,155516.35
650,1,24,8,108881.73,1,1,0,104492.83
764,1,24,7,98148.61,1,1,0,26843.76
662,1,74,6,0.0,2,1,0,123583.85
732,1,26,7,0.0,2,1,0,154364.66
610,1,42,6,0.0,2,1,0,158302.59
701,1,40,5,169742.64,1,1,1,153537.55
625,1,39,2,0.0,2,1,0,100403.05
523,0,40,2,102967.41,1,1,0,128702.1
577,0,34,2,0.0,2,1,1,84033.35
802,1,38,1,142557.11,1,1,1,172497.73
722,0,35,1,120171.58,1,1,0,125240.8
712,1,34,1,0.0,2,1,1,195052.12
612,1,24,1,182705.05,1,1,1,171837.06
850,1,40,6,94607.08,1,1,0,36690.49
719,0,32,7,0.0,1,0,0,76264.27
675,1,39,1,0.0,2,1,0,153129.22
724,1,33,4,88046.88,1,0,1,186942.49
586,1,37,8,167735.69,2,0,1,104665.79
431,1,63,6,160982.89,1,1,1,168008.17
463,0,41,8,123151.51,2,1,0,70127.93
706,0,35,8,178032.53,1,0,1,42181.68
439,0,29,6,156569.43,1,1,0,180598.66
491,0,72,6,91285.22,1,1,1,7032.95
572,1,43,2,140431.98,1,1,0,26450.57
799,0,39,7,167395.6,2,0,1,139537.43
636,1,36,6,96643.32,1,0,0,182059.28
633,1,29,10,130206.28,1,1,0,184654.87
524,1,28,1,93577.3,1,1,1,51670.82
555,0,62,10,114822.64,1,0,1,8444.5
637,1,43,3,172196.23,1,1,1,104769.96
730,1,39,1,116537.6,1,0,0,145679.6
779,0,37,2,128389.63,1,1,1,6589.16
494,0,41,2,69974.66,2,1,0,188426.13
675,0,50,1,133204.91,1,0,1,8270.06
602,1,37,3,107592.89,2,0,1,153122.73
829,0,22,7,150126.44,1,1,0,152107.93
606,1,27,2,130274.26,2,1,0,147533.09
850,0,34,2,0.0,2,0,0,51919.04
533,0,52,7,0.0,1,0,1,194113.99
529,0,35,5,0.0,2,1,0,56518.0
736,1,43,4,176134.54,1,1,1,52856.88
610,1,40,0,0.0,2,1,0,62232.6
769,0,31,6,117852.26,2,1,0,147668.64
685,1,30,3,90536.81,1,0,1,63082.88
738,1,62,10,83008.31,1,1,1,42766.03
754,1,34,7,0.0,2,1,1,65219.85
592,0,26,4,105082.07,2,1,0,132801.57
796,1,32,5,102773.15,2,0,1,117832.88
604,1,33,3,148659.48,1,0,0,42437.75
619,0,33,3,100488.92,2,0,1,36446.74
698,1,57,6,136325.48,2,1,1,72549.27
752,0,37,5,113291.05,2,1,1,132467.54
810,0,51,5,0.0,2,0,1,184524.74
630,0,36,2,110414.48,1,1,1,48984.95
534,0,23,5,104822.45,1,0,1,160176.47
706,0,46,2,127660.46,2,1,0,150156.82
518,1,29,9,125961.74,2,1,0,160303.08
850,1,39,6,133214.13,1,0,1,20769.88
695,1,46,7,49512.55,1,1,0,133007.34
584,0,40,4,82441.75,1,0,0,80852.11
567,0,38,1,125877.65,2,1,1,107841.77
630,0,26,5,0.0,2,1,0,182612.38
757,0,49,2,0.0,2,0,0,164482.92
720,0,59,6,0.0,2,1,1,160849.43
563,1,30,7,90727.79,1,1,0,122268.75
712,1,37,7,93978.96,2,1,0,60651.77
759,1,38,1,0.0,2,1,0,20778.39
703,0,51,3,0.0,3,1,1,77294.56
797,0,31,8,0.0,2,1,0,117916.63
580,1,55,6,104305.74,1,0,1,175750.21
785,0,33,5,136624.6,2,1,1,169117.74
782,0,27,3,0.0,2,1,0,143614.01
603,1,35,1,123407.69,1,1,0,152541.89
734,1,30,3,0.0,2,1,0,107640.25
745,0,54,8,0.0,1,1,0,173912.29
586,0,35,7,0.0,2,1,0,70760.69
588,1,46,8,0.0,1,1,0,61931.21
699,0,43,3,80764.03,1,1,0,199378.58
518,0,28,9,85146.36,1,0,0,2803.89
729,0,36,8,109106.8,1,0,0,121311.12
751,1,36,5,73194.99,1,1,1,89222.66
650,0,46,9,149003.76,2,1,0,176902.83
542,1,29,9,0.0,1,1,0,8342.35
485,1,41,2,100254.76,2,1,1,12706.67
669,0,35,7,0.0,1,1,1,49108.23
774,0,26,5,0.0,2,1,1,64716.08
578,0,38,4,113150.44,2,1,0,176712.59
591,0,40,1,86376.29,1,0,1,136767.16
639,0,35,5,136526.26,2,1,0,59653.03
728,1,43,7,0.0,2,1,0,40023.7
794,1,57,3,117056.46,1,1,0,93336.93
651,1,34,2,90355.12,2,0,0,193597.94
643,1,45,5,0.0,1,1,0,142513.5
552,1,50,4,121175.56,1,1,0,117505.07
515,0,25,7,79543.59,1,0,1,38772.82
600,0,32,1,78535.25,1,1,0,64349.6
775,1,42,6,133970.22,2,0,1,187839.9
683,0,35,6,187530.66,2,1,1,37976.36
658,1,31,5,100082.14,1,0,1,49809.88
545,0,60,7,128981.07,1,0,1,176924.21
515,0,66,6,0.0,2,1,1,160663.11
597,0,40,8,101993.12,1,0,1,94774.12
684,1,37,4,138476.41,2,1,1,52367.29
635,0,65,5,117325.54,1,1,0,155799.86
705,0,40,5,203715.15,1,1,0,179978.68
589,0,37,6,138497.84,1,0,1,18988.58
758,1,33,0,129142.54,2,1,1,26606.28
632,0,36,7,0.0,2,1,1,52526.65
708,0,67,1,0.0,2,0,1,3837.08
727,1,62,5,0.0,2,0,1,38652.96
603,1,30,6,129548.5,2,1,1,19282.85
634,0,53,3,113781.5,2,1,1,106345.05
644,1,18,8,0.0,2,1,0,59172.42
501,1,57,10,0.0,2,1,1,47847.19
711,1,38,4,123345.85,1,1,0,141827.83
742,0,25,4,132116.13,2,1,0,129933.5
633,1,61,3,157201.48,1,0,1,50368.63
543,1,36,6,0.0,2,1,0,176728.28
508,1,49,7,122451.46,2,1,1,75808.1
733,0,38,5,0.0,2,1,1,1271.51
588,0,37,7,70258.88,2,1,0,139607.61
850,1,43,4,161256.53,1,1,1,140071.57
544,1,48,10,78314.63,3,1,1,103713.93
703,0,33,8,190566.65,1,1,1,79997.14
682,1,26,8,0.0,2,1,0,178373.43
827,0,60,2,0.0,2,0,1,60615.83
452,0,60,6,121730.49,1,1,1,142963.29
561,0,28,3,0.0,2,1,0,191387.76
608,1,23,8,197715.93,2,1,1,116124.28
698,0,27,1,94920.71,1,1,1,40339.9
740,0,31,8,0.0,2,0,0,86657.48
694,1,37,1,95668.82,2,1,0,100335.55
700,0,32,3,0.0,1,0,0,95740.37
677,0,72,8,0.0,2,1,1,153604.44
850,1,62,5,0.0,2,1,1,180243.56
581,0,34,1,101633.04,1,1,0,110431.51
666,0,38,6,127043.09,1,1,1,8247.0
754,1,39,6,170184.99,2,1,0,89593.26
617,1,61,7,91070.43,1,1,1,101839.77
688,0,33,2,0.0,1,0,0,27557.18
591,0,33,4,113743.37,1,1,0,124625.08
613,1,35,4,123557.65,2,0,1,170903.4
850,0,44,5,128605.32,1,0,1,171096.2
774,0,47,6,94722.88,1,0,1,61450.96
711,1,58,9,91285.13,2,1,1,26767.85
697,0,42,1,0.0,1,1,0,1262.83
729,0,28,0,0.0,2,1,1,31165.06
535,0,53,5,141616.55,2,1,1,75888.65
681,0,32,3,0.0,2,1,1,59679.9
790,0,40,9,0.0,2,1,1,70607.1
714,1,42,2,177640.09,1,0,1,47166.55
735,1,31,3,119558.35,1,0,0,72927.68
424,1,34,7,0.0,1,1,1,16250.61
715,1,41,4,94267.9,1,0,1,152821.12
671,0,29,3,0.0,2,1,0,158043.11
491,0,68,1,95039.12,1,0,1,116471.14
670,1,37,0,178742.71,1,1,1,194493.57
696,1,43,4,114091.38,1,0,1,159888.1
583,0,57,3,238387.56,1,0,1,147964.99
606,0,39,3,0.0,2,1,0,50560.45
600,1,35,4,143744.77,2,1,0,104076.51
513,1,35,8,0.0,1,1,0,76640.29
494,1,67,5,0.0,2,1,1,85890.16
677,1,56,5,123959.97,1,1,1,60590.72
594,0,34,7,141525.55,1,0,0,9443.15
765,1,42,4,123311.39,2,1,1,82868.34
678,0,46,1,0.0,2,0,0,82106.19
695,0,53,8,95231.91,1,0,0,70140.8
569,1,38,7,0.0,1,1,1,108469.2
535,1,48,5,134542.73,1,1,1,58203.67
705,0,35,5,0.0,1,1,0,133991.11
682,0,64,9,0.0,2,1,1,103318.44
461,1,51,9,119889.84,1,0,0,56767.67
650,0,28,5,122034.4,3,0,1,146663.43
668,0,36,3,133686.52,1,1,0,190958.48
587,0,46,6,88820.29,1,0,0,70224.34
678,0,37,8,149000.91,2,1,1,21472.42
778,1,44,8,123863.64,1,1,0,144494.94
645,1,29,1,130131.08,2,0,1,196474.35
536,1,53,2,143923.96,1,1,0,2019.78
480,1,47,8,75408.33,1,1,0,25887.89
587,1,48,1,0.0,2,1,1,8908.0
546,1,29,5,0.0,1,1,1,94823.95
850,1,42,8,119839.69,1,0,1,51016.02
662,1,26,0,0.0,2,0,1,72929.96
581,0,38,3,135157.05,1,1,1,32919.42
712,0,39,5,163097.55,2,1,1,23702.42
616,0,45,6,128352.59,3,1,1,144000.59
695,0,31,8,0.0,2,0,1,131644.41
646,1,39,0,154439.86,1,1,0,171519.06
593,0,40,2,0.0,1,1,1,5194.95
548,1,29,5,83442.98,1,0,1,177017.39
792,0,29,4,107601.79,1,1,0,18922.18
726,0,42,2,109471.79,1,0,1,175161.05
709,0,35,1,111827.27,2,1,0,12674.68
538,0,42,9,0.0,1,0,0,152855.96
553,1,46,3,82291.1,1,1,0,112549.99
634,1,36,2,85996.19,1,1,0,15887.68
763,1,35,9,0.0,1,1,1,31372.91
788,1,34,6,156478.62,1,0,1,181196.76
548,1,49,9,108437.89,1,0,0,127022.87
621,0,55,7,131033.76,1,0,1,75685.59
795,1,37,2,139265.63,2,1,1,198745.94
621,1,50,3,163085.79,1,0,1,131048.36
559,1,67,9,125919.35,1,1,0,175910.95
610,1,26,8,0.0,2,1,0,166031.08
618,1,48,7,0.0,1,1,0,13921.82
669,1,23,1,0.0,2,0,0,66088.83
663,1,26,5,141462.13,1,1,0,440.2
648,1,32,0,0.0,1,0,1,117323.31
726,0,31,9,114722.05,2,1,1,98178.57
628,1,28,4,0.0,2,1,1,176750.81
523,1,39,3,0.0,2,1,0,6726.53
718,0,25,7,0.0,2,1,0,30380.12
645,1,49,4,160133.88,1,0,1,88391.97
600,1,31,8,0.0,2,1,1,121555.51
539,0,38,8,105435.74,1,0,0,80575.44
512,0,30,6,0.0,2,1,0,88827.31
738,0,40,6,114940.67,2,1,1,194895.57
724,1,30,10,0.0,2,1,1,54265.55
584,0,41,3,88594.93,1,1,0,178997.89
581,0,27,5,102258.11,2,1,0,194681.6
598,1,48,6,120682.53,1,1,0,30635.52
465,1,53,1,117438.17,1,0,0,74898.8
723,0,45,4,0.0,2,1,0,37214.39
850,1,31,3,0.0,2,1,0,121866.87
736,0,42,7,117280.23,3,0,0,41921.06
581,0,55,6,0.0,1,1,1,22442.13
538,1,43,5,0.0,2,1,0,126933.73
748,0,40,4,0.0,2,1,0,132368.47
663,1,24,7,0.0,2,1,1,166310.82
628,1,34,4,158741.43,2,1,1,126192.54
516,1,27,9,0.0,1,1,0,142680.64
850,0,38,2,102741.15,2,0,1,23974.85
667,1,36,8,139753.35,1,1,0,79871.16
760,0,33,1,118114.28,2,0,1,156660.21
685,0,43,1,132667.17,1,1,1,41876.98
485,1,34,3,133658.24,1,1,0,70209.83
711,0,35,2,133607.75,1,1,1,120586.32
784,0,40,8,0.0,2,1,0,108891.3
562,1,41,5,165445.04,2,1,0,85787.31
800,0,40,5,97764.41,1,1,0,98640.15
643,1,36,7,161064.64,2,0,1,84294.82
599,1,33,2,51949.95,2,1,0,85045.92
653,0,31,7,102575.04,1,1,1,11043.54
749,1,47,9,110022.74,1,0,1,135655.29
630,0,28,1,0.0,2,1,1,133267.78
682,1,40,4,0.0,2,1,1,140745.91
714,0,31,4,125169.26,1,1,1,106636.89
617,0,37,9,101707.8,1,1,0,123866.28
725,1,19,0,75888.2,1,0,0,45613.75
664,1,44,7,77526.66,3,0,0,57338.56
651,1,35,2,86911.8,1,1,0,174094.24
663,1,35,9,0.0,2,1,1,195580.28
571,1,44,9,0.0,2,0,0,38433.35
527,0,31,1,112203.25,1,1,0,182266.01
505,0,33,3,106506.77,3,1,0,45445.78
667,1,43,1,103018.45,1,1,0,32462.39
513,1,34,7,60515.13,1,0,0,124571.09
628,1,30,8,89182.09,1,1,1,13126.9
676,0,49,1,0.0,1,1,0,79342.31
672,1,28,4,167268.98,1,1,1,169469.3
516,1,35,5,128653.59,1,1,0,127558.26
672,0,34,8,0.0,2,1,1,16245.25
709,1,31,6,0.0,2,1,1,71009.84
590,1,39,9,0.0,2,1,1,104730.52
773,1,25,2,135903.33,1,1,0,73656.38
470,1,34,9,0.0,2,0,1,89013.67
697,0,38,6,132591.36,1,1,1,7387.8
630,1,40,8,0.0,2,1,1,42495.81
382,1,36,0,0.0,1,1,1,179540.73
604,1,43,2,145081.72,1,1,1,23881.62
659,0,37,1,151105.68,1,1,1,140934.57
438,0,36,4,0.0,2,1,0,64420.5
769,0,26,7,0.0,2,1,0,176843.53
706,1,24,2,141078.57,1,1,1,24402.87
557,0,39,7,49572.73,1,1,0,115287.99
720,1,33,9,0.0,2,1,1,142956.48
561,1,37,4,101470.29,1,0,1,88838.14
655,0,60,3,0.0,2,1,1,86981.45
682,1,55,9,0.0,1,1,0,153356.8
591,1,58,5,128468.69,1,0,1,137254.55
683,1,33,8,0.0,1,0,0,73564.44
678,1,83,6,123356.63,1,0,1,92934.41
727,1,35,5,136364.46,1,0,0,142754.71
807,0,60,1,72948.58,2,1,1,17355.36
834,1,23,4,131254.81,1,1,0,20199.3
609,0,39,8,141675.23,1,0,1,175664.25
676,0,26,1,108348.66,1,0,0,60231.74
516,0,33,3,0.0,2,1,1,58685.59
831,1,30,2,0.0,2,0,1,3430.38
748,1,32,5,154737.88,2,1,1,172638.13
580,1,24,1,133811.78,1,1,0,17185.95
735,1,28,5,160454.15,2,0,1,114957.22
531,0,31,7,117052.82,1,1,0,118508.09
568,0,26,10,109819.16,2,1,0,154491.39
677,0,44,4,148770.61,2,1,1,191057.76
581,1,43,9,78022.61,1,0,1,30662.91
730,1,29,2,0.0,2,1,0,14174.09
572,0,30,6,0.0,1,0,1,175025.27
665,1,52,3,0.0,1,1,0,116137.01
651,0,24,7,40224.7,1,1,1,178341.33
429,0,27,6,117307.44,2,1,1,24020.49
679,1,39,0,86843.61,1,0,1,159830.58
511,0,31,5,137411.29,1,0,1,161854.98
648,0,28,9,102282.61,1,1,1,157891.11
749,1,22,4,94762.16,2,1,1,42241.54
684,1,56,8,78707.16,1,1,1,99398.36
427,1,29,1,141325.56,1,1,1,93839.3
630,0,31,1,0.0,2,1,1,169802.73
567,0,37,7,0.0,2,1,1,28690.9
472,0,28,4,0.0,2,1,0,1801.77
625,0,35,5,86147.46,2,1,0,163440.8
619,1,27,1,154483.98,1,1,0,156394.74
430,1,38,9,0.0,2,1,1,12050.77
433,1,27,2,0.0,2,1,1,153698.65
705,1,25,3,113736.27,1,0,1,196864.61
493,0,46,4,0.0,2,1,0,1907.66
637,0,44,2,0.0,2,1,0,149665.65
616,0,41,1,103560.57,1,1,0,236.45
702,1,45,9,74989.58,1,1,1,171014.69
703,0,26,1,97331.19,1,1,0,63717.49
793,1,32,2,0.0,2,1,0,193817.63
583,1,24,9,135125.28,1,0,0,89801.9
612,1,33,5,69478.57,1,1,0,8973.67
643,0,46,6,0.0,2,0,0,106781.59
751,1,29,10,147737.63,1,0,1,94951.27
728,0,29,1,0.0,1,1,1,83056.22
592,1,37,4,212692.97,1,0,0,176395.02
592,0,38,4,0.0,2,1,0,35338.96
728,0,34,6,90425.15,2,1,1,11597.69
645,0,37,7,0.0,2,1,0,13589.93
604,0,34,3,0.0,2,1,0,38587.7
539,1,36,6,0.0,3,1,1,118959.64
750,0,34,9,112822.26,1,0,0,150401.53
712,0,40,3,109308.79,2,1,0,120158.72
523,1,36,8,158351.02,2,1,0,155304.53
747,1,27,10,0.0,2,0,0,13007.89
653,1,41,1,104584.11,1,1,0,15126.32
599,1,28,7,119706.22,1,0,0,31190.42
705,0,23,5,0.0,2,1,1,73131.73
537,0,38,1,0.0,2,0,1,41233.97
680,1,49,10,0.0,2,1,0,187008.45
677,1,34,3,126729.41,1,1,1,26106.39
681,1,59,4,122781.51,1,0,1,140166.95
651,0,45,10,135923.16,1,1,0,18732.84
710,0,31,5,0.0,2,1,0,9561.73
730,1,27,5,0.0,2,1,1,116081.93
559,0,40,5,139129.44,1,0,1,32635.54
722,0,50,4,132088.59,1,1,1,128262.14
557,0,38,2,129893.56,1,0,0,102076.03
586,1,58,7,151933.63,1,1,0,162960.05
644,1,33,8,0.0,2,1,1,155294.17
790,1,24,7,107418.27,1,0,1,160450.21
850,1,51,4,124425.99,1,0,0,118545.49
800,0,38,2,168190.33,2,1,0,68052.08
619,0,33,2,167733.51,2,1,1,65222.48
714,0,31,6,152926.6,1,1,1,50899.91
507,1,31,2,134237.07,1,1,1,166423.66
670,1,68,4,0.0,2,1,1,11426.7
622,0,23,8,0.0,2,1,1,131389.39
718,1,32,9,169947.41,2,1,1,27979.16
640,1,28,7,0.0,2,1,1,131097.9
700,1,26,4,119009.57,1,1,0,141926.43
570,1,42,0,107856.57,2,1,0,127528.84
569,0,32,8,145330.43,1,1,1,132038.65
659,1,36,2,76190.48,2,1,1,149066.14
732,1,36,7,0.0,2,1,1,60830.24
706,0,47,10,144090.42,1,1,0,140938.95
749,1,66,6,182532.23,2,1,1,195429.92
779,0,48,2,115290.27,1,0,0,98912.69
802,1,31,1,125013.72,1,1,1,187658.09
509,1,41,7,126683.8,1,0,1,114775.53
543,0,67,0,128843.67,1,1,1,134612.48
724,1,28,9,0.0,2,1,1,100240.2
778,1,38,3,145018.49,2,1,1,126702.41
644,1,18,7,0.0,1,0,1,59645.24
822,1,32,8,116358.0,1,1,0,108798.36
775,0,27,4,152309.37,1,1,0,104112.0
600,0,41,1,0.0,2,1,1,91193.65
820,0,39,1,104614.29,1,1,0,61538.43
658,1,36,8,174060.46,1,1,1,94925.62
669,0,43,1,160474.59,1,1,1,95963.14
673,0,38,2,170061.92,2,0,0,134901.34
603,1,40,4,102833.46,2,1,1,38829.11
674,1,45,7,142072.02,1,1,0,37013.29
828,1,30,4,73070.18,2,0,0,161671.15
593,1,36,2,70181.48,2,1,0,80608.12
684,1,38,5,105069.98,2,1,1,198355.28
528,0,29,9,170214.23,2,1,0,49284.0
540,0,42,9,87271.41,2,1,0,172572.64
705,1,25,0,97544.29,1,0,1,59887.15
622,0,47,6,142319.03,1,0,0,100183.05
727,1,52,4,0.0,2,1,1,118429.02
615,1,32,1,0.0,2,0,0,2139.25
730,1,26,3,0.0,1,1,0,34542.41
543,1,35,5,137482.19,1,0,0,62389.35
654,1,37,5,112146.12,1,1,0,75927.35
775,1,60,7,0.0,2,1,1,111558.7
526,1,34,3,122726.56,1,1,1,46772.36
749,1,40,1,139290.41,1,1,0,182855.42
765,1,51,3,123372.3,1,1,1,115429.32
421,1,28,8,122384.22,3,1,1,89017.38
772,1,34,9,0.0,2,1,0,170980.86
659,1,48,4,123593.22,2,1,0,82469.06
664,1,32,10,107209.73,1,1,1,112340.2
790,1,46,2,131365.37,2,1,1,180290.68
595,1,20,4,95830.43,1,1,0,177738.98
741,0,60,5,0.0,1,1,1,38914.51
655,0,34,4,109783.69,2,1,0,134034.32
640,1,38,9,0.0,2,1,0,88827.67
738,1,49,3,0.0,3,1,1,65066.48
850,0,36,0,164850.54,1,1,1,62722.44
614,1,51,3,0.0,2,1,1,5552.37
769,1,48,2,96542.16,2,0,1,197885.72
632,1,31,3,136556.44,1,1,0,82152.83
653,0,36,3,0.0,2,0,0,110525.6
655,1,28,10,0.0,2,0,1,126565.21
584,0,37,10,134171.8,4,1,1,70927.11
796,0,23,3,146584.19,2,0,0,125445.8
593,1,26,9,76226.9,1,1,0,167564.82
539,1,42,1,177728.55,1,1,0,105013.63
458,1,35,9,146780.52,2,1,1,3476.38
695,0,31,5,106089.2,1,0,0,99537.68
530,0,55,4,120905.03,1,0,1,123475.88
655,0,28,3,113811.85,2,0,1,76844.23
738,1,33,4,92676.3,1,1,0,105817.63
525,1,33,1,112833.35,1,0,1,175178.56
640,0,47,6,89799.46,2,0,1,13783.77
772,1,30,4,78653.05,1,1,0,1790.48
539,1,38,8,71460.67,2,1,1,10074.05
597,0,40,9,106756.01,2,1,0,151167.94
551,0,38,10,0.0,2,1,1,216.27
584,1,26,4,0.0,2,1,0,147600.54
686,1,60,9,0.0,3,1,1,75246.21
723,1,30,1,0.0,3,1,0,164647.72
564,0,33,2,115761.51,1,0,1,112350.21
553,0,48,3,0.0,1,0,1,30730.95
543,1,41,5,0.0,2,0,1,143980.29
670,1,38,7,0.0,2,1,1,77864.41
618,0,21,2,125682.79,1,0,0,57762.0
624,1,42,3,145155.37,1,1,0,72169.95
470,0,31,2,101675.22,2,1,0,45033.75
